loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
16896,1,Not Graduate,No,4240000,2960000,2,355,7100000,6940000,23960000.0,11630000,Rejected
16897,5,Not Graduate,No,6560000,2860000,4,588,15630000,23170000,21930000.0,9940000,Approved
16898,4,Graduate,No,880000,4500000,16,825,14790000,3780000,6160000.0,14690000,Approved
16899,4,Graduate,No,5300000,1460000,14,469,5540000,19260000,27890000.0,15190000,Rejected
16900,0,Graduate,Yes,5160000,1310000,8,878,6390000,1620000,28740000.0,16920000,Approved
16901,4,Graduate,Yes,8710000,2040000,14,689,3500000,770000,6580000.0,9300000,Approved
16902,0,Graduate,No,5830000,4420000,14,744,1190000,9310000,14090000.0,13690000,Approved
16903,4,Not Graduate,Yes,2250000,5620000,18,441,750000,9810000,21960000.0,16160000,Rejected
16904,3,Not Graduate,No,8290000,4910000,2,677,13430000,5800000,20630000.0,13860000,Approved
16905,5,Not Graduate,No,4330000,2290000,2,437,12200000,3920000,5130000.0,14810000,Approved
16906,0,Not Graduate,Yes,6730000,1940000,4,402,19560000,24700000,23390000.0,15830000,Approved
16907,5,Not Graduate,Yes,5950000,4240000,16,482,8340000,20680000,13950000.0,5410000,Rejected
16908,3,Not Graduate,Yes,1710000,1940000,12,706,16100000,17540000,17410000.0,13060000,Approved
16909,2,Not Graduate,No,6010000,4210000,2,565,12030000,13650000,2390000.0,4570000,Approved
16910,5,Not Graduate,Yes,4760000,5360000,10,605,3230000,19600000,4270000.0,2160000,Approved
16911,4,Graduate,No,8040000,5110000,4,772,15900000,20730000,21100000.0,19700000,Approved
16912,0,Not Graduate,No,7960000,3310000,20,850,11360000,20270000,28560000.0,13400000,Approved
16913,2,Not Graduate,Yes,3150000,3760000,18,535,9160000,5080000,22680000.0,2350000,Rejected
16914,4,Graduate,No,8820000,6830000,12,695,3650000,24060000,3680000.0,1440000,Approved
16915,3,Not Graduate,No,2220000,910000,6,749,300000,1320000,26560000.0,9280000,Approved
16916,2,Not Graduate,Yes,6910000,6820000,2,827,340000,24450000,19840000.0,18970000,Approved
16917,4,Not Graduate,Yes,3490000,270000,20,478,15600000,23090000,790000.0,4010000,Rejected
16918,5,Not Graduate,Yes,1600000,1960000,16,536,14730000,8990000,770000.0,450000,Rejected
16919,0,Graduate,No,440000,2620000,12,314,19140000,15750000,2880000.0,12550000,Rejected
16920,5,Graduate,Yes,4090000,6260000,2,535,1380000,23250000,8990000.0,8330000,Approved
16921,1,Not Graduate,Yes,5770000,5800000,14,604,300000,4960000,25590000.0,18820000,Approved
16922,1,Not Graduate,No,5790000,1420000,12,708,8200000,5720000,4130000.0,3990000,Approved
16923,5,Not Graduate,Yes,530000,3180000,18,845,17810000,13950000,9940000.0,19760000,Rejected
16924,5,Graduate,Yes,6980000,580000,4,574,10550000,8960000,4720000.0,10040000,Approved
16925,2,Graduate,No,900000,4560000,16,427,17500000,8690000,15510000.0,6290000,Rejected
16926,5,Graduate,No,540000,1560000,14,549,2560000,22670000,18440000.0,2900000,Rejected
16927,5,Not Graduate,Yes,1250000,4880000,16,818,13960000,4790000,26850000.0,15250000,Approved
16928,5,Not Graduate,No,1210000,2050000,4,521,8330000,11950000,9660000.0,16030000,Rejected
16929,3,Not Graduate,Yes,7940000,600000,4,723,2480000,23320000,27410000.0,5730000,Approved
16930,3,Graduate,No,8820000,6590000,2,441,9530000,17010000,21500000.0,18570000,Approved
16931,4,Graduate,No,2200000,860000,4,701,14490000,12390000,26690000.0,7470000,Approved
16932,3,Not Graduate,Yes,8000000,3050000,6,855,13370000,21400000,22490000.0,7500000,Approved
16933,4,Not Graduate,No,2560000,4290000,2,635,9200000,4210000,5600000.0,10310000,Approved
16934,5,Not Graduate,Yes,880000,4280000,4,664,9080000,24750000,6470000.0,1230000,Approved
16935,2,Graduate,Yes,8680000,860000,18,872,16530000,23440000,28970000.0,18910000,Approved
16936,5,Not Graduate,Yes,5340000,6080000,16,545,8070000,7320000,28030000.0,820000,Approved
16937,5,Graduate,Yes,5250000,1890000,20,577,970000,19500000,19650000.0,9380000,Approved
16938,1,Graduate,Yes,3650000,3340000,8,868,16820000,11040000,10960000.0,250000,Approved
16939,2,Not Graduate,No,5870000,2210000,10,643,790000,6500000,23740000.0,9150000,Approved
16940,0,Graduate,No,3500000,2240000,20,773,310000,7060000,21930000.0,7040000,Approved
16941,2,Not Graduate,Yes,8010000,3260000,4,349,4990000,23570000,10320000.0,1970000,Rejected
16942,3,Not Graduate,Yes,2280000,6850000,10,431,4080000,15660000,21630000.0,2460000,Rejected
16943,0,Graduate,Yes,7450000,5600000,8,466,6300000,12230000,6390000.0,14980000,Rejected
16944,3,Graduate,Yes,3750000,430000,2,576,2200000,24450000,16460000.0,11960000,Approved
16945,5,Graduate,No,1620000,2980000,6,492,14470000,6390000,380000.0,5090000,Rejected
16946,4,Graduate,Yes,3380000,5870000,20,683,9680000,20470000,7260000.0,6210000,Approved
16947,5,Not Graduate,Yes,4060000,6060000,8,404,10500000,21490000,20110000.0,7080000,Rejected
16948,2,Graduate,No,5570000,6280000,12,704,9220000,10280000,1730000.0,2420000,Approved
16949,0,Not Graduate,Yes,6370000,1280000,6,572,5450000,15700000,7070000.0,7630000,Approved
16950,3,Graduate,No,810000,670000,12,698,5110000,340000,15310000.0,18040000,Approved
16951,5,Not Graduate,No,3660000,5990000,12,493,13580000,1670000,21010000.0,11440000,Rejected
16952,0,Not Graduate,Yes,7840000,3510000,2,861,14830000,13750000,22900000.0,9660000,Approved
16953,2,Not Graduate,Yes,2810000,3920000,14,704,15450000,10350000,27880000.0,8550000,Rejected
16954,0,Graduate,Yes,1670000,3550000,20,764,19210000,490000,19910000.0,3180000,Approved
16955,3,Graduate,No,1980000,3940000,14,656,13580000,16510000,12800000.0,5520000,Approved
16956,2,Not Graduate,No,8420000,4000000,4,476,300000,23610000,22690000.0,15770000,Rejected
16957,2,Not Graduate,No,4820000,1510000,20,551,4560000,9920000,22700000.0,2710000,Rejected
16958,2,Not Graduate,No,6650000,4390000,8,615,6120000,7360000,14710000.0,6370000,Approved
16959,3,Not Graduate,Yes,1950000,3970000,20,416,300000,2620000,23060000.0,11980000,Rejected
16960,3,Not Graduate,No,8110000,4630000,8,803,19830000,9570000,11670000.0,12150000,Approved
16961,5,Graduate,Yes,8550000,630000,2,723,17200000,21180000,29270000.0,8070000,Approved
16962,5,Graduate,No,5690000,2590000,4,398,1160000,7500000,3190000.0,8950000,Rejected
16963,1,Not Graduate,Yes,6960000,5620000,6,543,12600000,15920000,3210000.0,2770000,Rejected
16964,4,Not Graduate,Yes,8590000,5420000,8,371,17970000,12410000,11870000.0,9220000,Rejected
16965,5,Not Graduate,No,1860000,4600000,18,574,13100000,15390000,6520000.0,11270000,Approved
16966,1,Graduate,Yes,5500000,3590000,16,736,8210000,11920000,13330000.0,16170000,Rejected
16967,4,Not Graduate,Yes,3360000,1020000,10,875,3180000,22400000,28300000.0,7650000,Approved
16968,5,Not Graduate,No,4140000,2540000,4,535,2160000,18140000,27670000.0,18730000,Rejected
16969,5,Not Graduate,No,3840000,2970000,4,718,16010000,12480000,16210000.0,5230000,Approved
16970,4,Graduate,No,370000,2490000,4,576,5670000,4260000,18280000.0,12500000,Approved
16971,4,Not Graduate,Yes,6530000,1050000,2,895,11580000,10150000,24120000.0,16830000,Approved
16972,4,Not Graduate,Yes,7140000,3080000,20,354,810000,11720000,13590000.0,8780000,Approved
16973,5,Graduate,Yes,8810000,2660000,20,637,16160000,3380000,6850000.0,2810000,Approved
16974,5,Graduate,No,410000,1490000,6,717,1110000,2300000,22990000.0,13750000,Approved
16975,2,Not Graduate,No,720000,3590000,14,879,19730000,4120000,7640000.0,2150000,Approved
16976,0,Not Graduate,Yes,3730000,6260000,18,689,8330000,5680000,14730000.0,7740000,Approved
16977,0,Not Graduate,No,5270000,3560000,2,460,19150000,19300000,19580000.0,13000000,Rejected
16978,0,Not Graduate,Yes,3360000,3750000,8,610,9470000,23810000,15270000.0,1800000,Approved
16979,0,Graduate,Yes,5080000,1650000,4,584,2670000,13420000,21820000.0,4650000,Approved
16980,3,Graduate,No,220000,6260000,16,797,7040000,22540000,790000.0,5420000,Approved
16981,0,Not Graduate,No,2400000,5730000,18,886,15060000,21770000,22360000.0,7460000,Approved
16982,5,Not Graduate,Yes,1620000,1450000,18,887,6380000,13540000,8030000.0,11450000,Approved
16983,4,Graduate,No,4330000,2810000,4,772,11890000,680000,13810000.0,14570000,Approved
16984,1,Not Graduate,Yes,6440000,5180000,12,456,12620000,460000,13240000.0,18340000,Rejected
16985,5,Graduate,Yes,2080000,5410000,18,785,2690000,23060000,8040000.0,10770000,Approved
16986,1,Not Graduate,Yes,6860000,3610000,20,823,11180000,3490000,21040000.0,390000,Approved
16987,4,Not Graduate,Yes,4620000,2010000,8,813,6910000,22700000,12070000.0,8580000,Approved
16988,4,Not Graduate,Yes,5270000,520000,6,549,17070000,12050000,24270000.0,650000,Approved
16989,0,Not Graduate,Yes,4130000,2030000,4,704,3530000,4410000,7050000.0,4680000,Approved
16990,4,Not Graduate,Yes,2400000,4040000,20,375,9360000,8330000,16310000.0,8860000,Rejected
16991,4,Not Graduate,Yes,7420000,4730000,6,401,17230000,19390000,17290000.0,10290000,Rejected
16992,4,Not Graduate,No,8910000,6750000,6,852,11110000,19140000,2970000.0,18500000,Approved
16993,5,Graduate,No,3220000,6530000,4,329,18220000,18820000,5640000.0,10740000,Rejected
16994,4,Graduate,No,290000,260000,2,522,18460000,1770000,22500000.0,1880000,Rejected
16995,1,Not Graduate,No,4160000,3570000,18,407,11920000,22290000,2640000.0,1020000,Rejected
16996,0,Graduate,No,1990000,3060000,2,795,12080000,23820000,16750000.0,2390000,Approved
16997,2,Not Graduate,No,3600000,6180000,18,364,13730000,18210000,28870000.0,15930000,Rejected
16998,0,Graduate,No,7750000,5350000,14,304,5270000,19050000,26640000.0,11060000,Rejected
16999,5,Graduate,Yes,900000,3590000,14,582,6280000,17110000,29030000.0,17980000,Approved
17000,4,Graduate,Yes,7090000,6260000,4,621,10210000,400000,25140000.0,510000,Approved
17001,4,Graduate,No,8250000,1940000,18,655,14260000,6970000,26890000.0,9050000,Rejected
17002,4,Graduate,Yes,620000,1620000,6,501,4320000,21610000,15830000.0,15820000,Rejected
17003,2,Graduate,Yes,4640000,3170000,4,661,12940000,5010000,16420000.0,920000,Approved
17004,4,Not Graduate,Yes,5690000,5820000,4,450,15900000,14820000,29620000.0,1650000,Approved
17005,4,Graduate,Yes,1850000,5850000,6,812,1890000,24020000,29705600.000000015,18630000,Approved
17006,5,Graduate,No,170000,4190000,6,592,10730000,19300000,13060000.0,15610000,Approved
17007,3,Not Graduate,No,1610000,4190000,10,394,6800000,14510000,9840000.0,3050000,Rejected
17008,3,Graduate,No,6570000,2290000,2,619,18050000,11770000,2780000.0,8320000,Approved
17009,3,Graduate,Yes,6760000,4470000,6,753,19830000,14480000,14460000.0,11830000,Approved
17010,0,Graduate,Yes,740000,6920000,14,824,16560000,13530000,3860000.0,19790000,Approved
17011,0,Graduate,No,690000,6730000,3,890,3320000,4310000,13260000.0,2550000,Approved
17012,3,Graduate,Yes,7970000,6900000,12,721,900000,4210000,380000.0,11290000,Approved
17013,2,Graduate,Yes,7660000,2190000,2,354,19220000,15670000,18790000.0,17780000,Rejected
17014,3,Graduate,Yes,6890000,2510000,6,710,12990000,16550000,28760000.0,7930000,Approved
17015,0,Not Graduate,No,5320000,2580000,16,304,3050000,2100000,17520000.0,16070000,Rejected
17016,1,Not Graduate,No,5920000,280000,18,581,18710000,24200000,11420000.0,8660000,Approved
17017,2,Graduate,No,8510000,3760000,8,740,4420000,22060000,14550000.0,19220000,Approved
17018,5,Graduate,No,7810000,1960000,12,815,18200000,24670000,18960000.0,14100000,Approved
17019,4,Not Graduate,No,8890000,4830000,4,526,16140000,7800000,6060000.0,7300000,Rejected
17020,2,Not Graduate,No,3330000,6750000,18,375,1860000,11570000,18830000.0,14870000,Rejected
17021,4,Not Graduate,No,3700000,4100000,6,325,18500000,7890000,18770000.0,5350000,Rejected
17022,4,Graduate,Yes,8870000,5490000,14,716,7070000,21400000,21790000.0,18910000,Approved
17023,3,Graduate,No,3940000,5260000,10,409,1790000,23920000,26750000.0,18190000,Rejected
17024,5,Not Graduate,Yes,8660000,6110000,4,409,17370000,10410000,7000000.0,12850000,Approved
17025,3,Graduate,No,3220000,6380000,4,455,1000000,11980000,1760000.0,1800000,Approved
17026,2,Graduate,Yes,4660000,1770000,20,838,13130000,19380000,22040000.0,14660000,Approved
17027,3,Not Graduate,No,2120000,260000,18,773,14510000,18590000,29705600.000000015,16760000,Approved
17028,2,Graduate,No,5960000,4390000,2,768,17210000,850000,22990000.0,19120000,Approved
17029,1,Not Graduate,No,6460000,6840000,8,585,2360000,9380000,27420000.0,4460000,Approved
17030,1,Graduate,No,1310000,6260000,12,702,4980000,3970000,16310000.0,4290000,Approved
17031,4,Not Graduate,No,5290000,2050000,18,352,15000000,5320000,12990000.0,2970000,Rejected
17032,3,Not Graduate,Yes,8410000,480000,2,749,18270000,3870000,7760000.0,250000,Approved
17033,4,Not Graduate,Yes,5420000,4910000,20,354,19790000,14850000,9730000.0,11410000,Rejected
17034,0,Not Graduate,Yes,1870000,6920000,16,656,11970000,7040000,15530000.0,2600000,Approved
17035,4,Not Graduate,No,2200000,6500000,8,722,18270000,22420000,5510000.0,11680000,Approved
17036,0,Not Graduate,No,1490000,260000,8,773,3880000,6660000,18410000.0,960000,Approved
17037,3,Graduate,No,8450000,4740000,10,468,2020000,5720000,5300000.0,8290000,Rejected
17038,5,Graduate,No,8130000,5200000,10,801,6710000,17620000,16090000.0,6900000,Approved
17039,5,Graduate,No,170000,1020000,20,532,3000000,1900000,26940000.0,19430000,Rejected
17040,2,Not Graduate,Yes,1300000,1150000,2,357,3440000,1320000,680000.0,19210000,Rejected
17041,2,Graduate,No,4580000,3760000,16,387,1560000,12570000,28320000.0,16810000,Rejected
17042,3,Not Graduate,Yes,6520000,6120000,6,320,610000,340000,23150000.0,14220000,Rejected
17043,5,Graduate,Yes,7340000,5040000,16,644,4080000,10810000,25630000.0,7580000,Approved
17044,4,Not Graduate,Yes,7630000,4720000,12,770,6460000,3720000,19110000.0,17690000,Approved
17045,2,Graduate,Yes,3560000,4050000,14,494,7520000,14590000,14310000.0,16820000,Rejected
17046,3,Not Graduate,No,7120000,4610000,14,572,6280000,8580000,18730000.0,16480000,Approved
17047,1,Not Graduate,Yes,1200000,1290000,16,694,15890000,19340000,7750000.0,7440000,Approved
17048,3,Not Graduate,Yes,3750000,3560000,10,611,19810000,18600000,16400000.0,4820000,Approved
17049,0,Not Graduate,No,7850000,1160000,14,760,10740000,13640000,23530000.0,17190000,Approved
17050,1,Not Graduate,Yes,5720000,4330000,20,446,17180000,9850000,19380000.0,15680000,Rejected
17051,3,Graduate,Yes,2140000,5870000,14,699,820000,16630000,24830000.0,18110000,Approved
17052,4,Not Graduate,No,4330000,2100000,2,649,1610000,20250000,7540000.0,17380000,Approved
17053,3,Graduate,Yes,5140000,2910000,10,556,17640000,4390000,25590000.0,8460000,Rejected
17054,1,Not Graduate,Yes,5480000,4290000,2,434,6120000,23690000,9050000.0,17370000,Approved
17055,4,Not Graduate,No,2520000,3550000,8,667,12820000,22630000,28700000.0,6550000,Approved
17056,5,Graduate,No,4640000,3820000,16,304,3880000,20160000,22510000.0,14020000,Rejected
17057,5,Not Graduate,Yes,5880000,6850000,16,533,7270000,20250000,19710000.0,3520000,Rejected
17058,3,Graduate,Yes,4660000,5920000,4,590,680000,23900000,19890000.0,2890000,Approved
17059,4,Not Graduate,No,4130000,2160000,8,722,10540000,1750000,28910000.0,6270000,Approved
17060,2,Not Graduate,No,1900000,2120000,12,893,10440000,1730000,28600000.0,3460000,Approved
17061,4,Not Graduate,No,2500000,5750000,16,891,2130000,1900000,26120000.0,13390000,Approved
17062,4,Graduate,No,6210000,6540000,6,314,17220000,16930000,4260000.0,8230000,Rejected
17063,0,Graduate,Yes,860000,3840000,4,443,8730000,19810000,1710000.0,13130000,Approved
17064,3,Not Graduate,No,7920000,2870000,18,659,11270000,1990000,2340000.0,10510000,Approved
17065,4,Graduate,Yes,3080000,5970000,12,787,7900000,9700000,4690000.0,1930000,Approved
17066,2,Graduate,No,5580000,1190000,10,369,1400000,340000,10400000.0,1400000,Rejected
17067,3,Not Graduate,No,4890000,730000,20,360,1860000,5260000,6180000.0,14860000,Rejected
17068,0,Graduate,Yes,760000,2190000,10,864,3260000,13630000,19800000.0,4340000,Approved
17069,5,Not Graduate,No,1420000,6300000,2,535,9900000,24030000,4120000.0,12760000,Rejected
17070,4,Graduate,No,5050000,5090000,18,726,11810000,11760000,9250000.0,5410000,Approved
17071,0,Not Graduate,Yes,5580000,5580000,18,717,300000,340000,29120000.0,13690000,Approved
17072,2,Not Graduate,Yes,2410000,820000,12,342,3510000,3600000,8930000.0,14270000,Rejected
17073,4,Not Graduate,Yes,4630000,260000,10,662,6880000,11240000,28100000.0,10030000,Approved
17074,4,Not Graduate,No,1030000,2300000,6,667,7790000,15710000,22260000.0,7920000,Approved
17075,3,Not Graduate,Yes,6870000,3580000,20,422,6720000,22850000,6820000.0,12860000,Rejected
17076,2,Not Graduate,Yes,4000000,1320000,6,748,5520000,6670000,21720000.0,16140000,Approved
17077,2,Not Graduate,Yes,1420000,5830000,6,345,6670000,7320000,16830000.0,16640000,Rejected
17078,2,Not Graduate,No,6130000,2530000,14,323,7270000,12790000,11250000.0,1470000,Rejected
17079,3,Not Graduate,No,8360000,2240000,20,854,15380000,20840000,26340000.0,15610000,Approved
17080,2,Graduate,No,2590000,6020000,12,555,16910000,570000,24630000.0,12380000,Approved
17081,2,Graduate,No,8910000,6310000,20,428,7270000,1920000,23630000.0,1350000,Rejected
17082,0,Graduate,No,7270000,5730000,6,584,6230000,12750000,2910000.0,6070000,Approved
17083,5,Not Graduate,No,1470000,3050000,12,304,4260000,15360000,18830000.0,3020000,Rejected
17084,4,Graduate,Yes,680000,3290000,14,570,2810000,5340000,25370000.0,12180000,Approved
17085,2,Graduate,Yes,6930000,6880000,20,631,16780000,4060000,27040000.0,10270000,Approved
17086,1,Not Graduate,Yes,2410000,1790000,6,570,840000,3970000,8720000.0,8900000,Approved
17087,1,Not Graduate,No,970000,5630000,6,867,17950000,8130000,20070000.0,2070000,Approved
17088,3,Not Graduate,Yes,8630000,5120000,18,895,11730000,24620000,840000.0,1850000,Approved
17089,4,Not Graduate,No,1790000,3900000,6,683,3050000,24420000,25970000.0,2280000,Approved
17090,0,Graduate,No,5160000,3340000,12,467,2380000,15790000,16170000.0,1450000,Rejected
17091,1,Not Graduate,Yes,480000,4310000,14,836,13530000,7290000,10860000.0,14230000,Approved
17092,4,Graduate,Yes,2790000,3780000,14,748,9970000,5340000,1500000.0,18170000,Approved
17093,5,Not Graduate,No,3980000,6360000,12,769,9250000,1970000,18160000.0,3690000,Approved
17094,5,Graduate,Yes,6560000,5320000,16,309,15840000,13960000,10010000.0,6340000,Rejected
17095,2,Graduate,No,4490000,2030000,8,431,6320000,24270000,7230000.0,8190000,Rejected
17096,0,Graduate,Yes,880000,2530000,6,888,5900000,5100000,2570000.0,5460000,Approved
17097,2,Not Graduate,Yes,4740000,920000,20,602,3230000,9410000,28580000.0,2110000,Approved
17098,3,Graduate,No,870000,5910000,2,650,5820000,24330000,25200000.0,8470000,Approved
17099,1,Graduate,No,1570000,6630000,6,508,3400000,5640000,17510000.0,18280000,Rejected
17100,3,Not Graduate,No,2630000,470000,10,760,4160000,17940000,7560000.0,17340000,Approved
17101,4,Not Graduate,No,1300000,1060000,18,547,2670000,24040000,1390000.0,1810000,Approved
17102,1,Not Graduate,No,8420000,1650000,20,823,19000000,1170000,24630000.0,800000,Approved
17103,5,Graduate,No,3320000,580000,3,463,5570000,21970000,4260000.0,13800000,Approved
17104,2,Not Graduate,No,4420000,6920000,2,889,5990000,9480000,13790000.0,860000,Approved
17105,4,Graduate,Yes,5410000,1130000,18,763,4650000,12510000,2060000.0,810000,Approved
17106,2,Graduate,No,780000,6560000,18,535,16480000,3280000,8740000.0,3460000,Rejected
17107,2,Graduate,No,8130000,1540000,2,761,14170000,1060000,8600000.0,11760000,Approved
17108,4,Graduate,No,2940000,2070000,18,587,1950000,22160000,13160000.0,7480000,Approved
17109,4,Not Graduate,Yes,2230000,1370000,14,743,840000,10350000,16150000.0,11920000,Approved
17110,0,Not Graduate,No,6890000,3750000,4,608,950000,4160000,21330000.0,4520000,Approved
17111,4,Graduate,Yes,2470000,4860000,8,684,9120000,14980000,28100000.0,18630000,Approved
17112,4,Not Graduate,No,4090000,5320000,8,674,16260000,14150000,2490000.0,19210000,Approved
17113,3,Graduate,No,1300000,6380000,16,855,17100000,13150000,4450000.0,7460000,Approved
17114,1,Graduate,Yes,8180000,4810000,6,661,7210000,710000,5980000.0,8360000,Approved
17115,2,Not Graduate,No,6560000,2360000,18,493,13280000,13710000,28080000.0,15960000,Rejected
17116,2,Graduate,No,2600000,4880000,8,455,13480000,1170000,24590000.0,5560000,Rejected
17117,2,Graduate,Yes,4910000,4960000,4,806,19820000,9790000,16110000.0,14820000,Approved
17118,4,Not Graduate,No,4390000,6160000,16,379,16710000,22980000,20120000.0,9550000,Rejected
17119,1,Graduate,Yes,8700000,2940000,12,583,19050000,16090000,13850000.0,710000,Approved
17120,0,Graduate,No,170000,810000,10,788,2360000,22220000,23170000.0,1960000,Approved
17121,5,Not Graduate,No,7730000,1680000,18,607,14570000,22200000,10600000.0,9050000,Approved
17122,3,Not Graduate,No,5480000,4380000,12,402,7090000,8870000,10930000.0,11250000,Rejected
17123,0,Graduate,No,1070000,2140000,6,677,430000,16160000,19220000.0,9500000,Approved
17124,2,Graduate,No,4380000,2280000,10,373,540000,10350000,11290000.0,15100000,Rejected
17125,4,Graduate,No,7250000,1080000,4,370,13560000,23090000,18830000.0,470000,Rejected
17126,2,Not Graduate,Yes,7560000,1310000,6,374,8110000,19950000,22860000.0,4820000,Rejected
17127,1,Not Graduate,Yes,4200000,3220000,4,665,3710000,7610000,25910000.0,8470000,Approved
17128,5,Not Graduate,No,3770000,330000,2,360,300000,17620000,21340000.0,2530000,Approved
17129,3,Graduate,Yes,8190000,6420000,10,572,9130000,670000,19140000.0,8610000,Approved
17130,0,Not Graduate,Yes,460000,5210000,6,519,17240000,7410000,2890000.0,9510000,Rejected
17131,4,Not Graduate,Yes,5970000,2080000,10,634,11520000,9630000,9520000.0,11260000,Approved
17132,4,Not Graduate,Yes,6820000,5870000,18,834,10220000,17580000,5690000.0,2060000,Approved
17133,1,Graduate,No,7740000,2720000,6,437,13310000,13830000,5190000.0,15270000,Rejected
17134,2,Not Graduate,Yes,3520000,5980000,16,393,2300000,11290000,27000000.0,19020000,Rejected
17135,1,Not Graduate,No,6750000,3330000,10,877,14470000,12130000,2530000.0,18400000,Approved
17136,4,Graduate,No,6870000,5120000,16,357,19300000,21120000,15120000.0,2230000,Rejected
17137,1,Not Graduate,No,170000,6570000,18,322,7530000,15220000,24260000.0,18270000,Rejected
17138,0,Not Graduate,Yes,2350000,4340000,6,545,17830000,17650000,13240000.0,10460000,Rejected
17139,2,Graduate,No,5120000,1640000,2,454,14760000,7440000,3600000.0,8520000,Approved
17140,5,Graduate,No,2240000,4700000,18,760,2300000,18250000,3350000.0,2840000,Approved
17141,1,Not Graduate,Yes,4100000,2080000,14,847,19560000,13650000,12880000.0,19000000,Approved
17142,0,Graduate,No,7820000,5200000,2,775,3950000,8250000,24410000.0,17770000,Approved
17143,1,Graduate,No,7270000,810000,8,518,18440000,5000000,24140000.0,8300000,Rejected
17144,0,Not Graduate,No,1990000,3820000,16,606,9050000,6810000,13170000.0,4010000,Approved
17145,3,Graduate,No,5190000,3440000,6,632,15320000,21760000,19040000.0,1300000,Approved
17146,0,Not Graduate,No,880000,1690000,10,515,14690000,16400000,6810000.0,14740000,Rejected
17147,3,Not Graduate,Yes,4940000,1940000,16,561,930000,5620000,22320000.0,14820000,Approved
17148,1,Graduate,Yes,7820000,6920000,18,819,11750000,400000,2590000.0,4140000,Approved
17149,3,Graduate,Yes,4030000,1480000,14,476,6400000,17070000,11350000.0,10170000,Rejected
17150,5,Not Graduate,No,7490000,5800000,20,814,1150000,20540000,16530000.0,19660000,Approved
17151,4,Not Graduate,No,6600000,3780000,8,540,1110000,14380000,5600000.0,310000,Rejected
17152,2,Graduate,No,8210000,3340000,10,795,3270000,3040000,22580000.0,9170000,Approved
17153,0,Graduate,No,8510000,450000,2,462,15940000,7720000,11730000.0,7770000,Rejected
17154,0,Not Graduate,Yes,5210000,770000,8,788,16100000,8600000,18320000.0,15650000,Approved
17155,5,Graduate,No,3530000,720000,2,540,3460000,910000,1480000.0,10450000,Approved
17156,1,Not Graduate,Yes,4750000,2960000,8,815,19830000,340000,3990000.0,8900000,Approved
17157,0,Graduate,No,570000,6900000,10,458,13230000,10890000,20860000.0,3370000,Rejected
17158,4,Not Graduate,Yes,4770000,3220000,2,895,300000,18850000,20570000.0,4170000,Approved
17159,5,Not Graduate,No,940000,5710000,16,855,9840000,410000,6930000.0,17330000,Approved
17160,1,Graduate,Yes,880000,3370000,6,579,18330000,17330000,15290000.0,14270000,Approved
17161,2,Not Graduate,Yes,8630000,3540000,6,591,6300000,19980000,7630000.0,5690000,Approved
17162,3,Not Graduate,Yes,6780000,1220000,12,710,5060000,1630000,11020000.0,19720000,Approved
17163,0,Not Graduate,Yes,7790000,6920000,14,392,13420000,9030000,11910000.0,6410000,Rejected
17164,0,Not Graduate,Yes,8640000,640000,14,535,12810000,24270000,9190000.0,8480000,Rejected
17165,2,Not Graduate,No,440000,360000,6,781,14230000,15500000,560000.0,5650000,Approved
17166,5,Not Graduate,Yes,3500000,6510000,14,510,6040000,900000,6970000.0,14560000,Rejected
17167,1,Graduate,Yes,8700000,2030000,4,714,12560000,5260000,21220000.0,19790000,Approved
17168,5,Graduate,Yes,7190000,3290000,16,562,730000,21450000,28530000.0,5410000,Rejected
17169,5,Graduate,No,7200000,5070000,18,316,6480000,4960000,28780000.0,11060000,Rejected
17170,0,Graduate,No,720000,2240000,16,485,15360000,24140000,24180000.0,11490000,Rejected
17171,4,Graduate,Yes,1270000,3840000,10,401,7780000,8470000,2510000.0,5400000,Rejected
17172,0,Not Graduate,Yes,2510000,6830000,6,533,18740000,4650000,430000.0,12100000,Rejected
17173,5,Graduate,Yes,6590000,4920000,6,397,14280000,14910000,5410000.0,11160000,Rejected
17174,0,Not Graduate,Yes,5770000,2390000,6,304,6850000,3390000,10560000.0,4030000,Rejected
17175,3,Not Graduate,No,5630000,2280000,16,304,15170000,17070000,20700000.0,2280000,Rejected
17176,5,Graduate,No,1550000,3560000,4,594,12250000,15650000,8420000.0,7460000,Approved
17177,4,Graduate,Yes,8090000,2850000,14,443,1460000,14600000,29250000.0,13460000,Rejected
17178,4,Graduate,Yes,6400000,870000,6,317,8020000,12950000,380000.0,13340000,Rejected
17179,2,Not Graduate,No,1220000,480000,12,309,10070000,18120000,15960000.0,5960000,Rejected
17180,1,Not Graduate,No,720000,4290000,14,669,820000,5930000,19840000.0,13380000,Approved
17181,2,Graduate,No,4150000,2210000,6,895,12940000,22000000,27210000.0,3780000,Approved
17182,1,Not Graduate,No,5550000,5280000,4,797,300000,23520000,3690000.0,18400000,Approved
17183,5,Graduate,No,4390000,6420000,14,603,3520000,14160000,23990000.0,15930000,Approved
17184,1,Not Graduate,Yes,1780000,6350000,12,463,1950000,5880000,16680000.0,17880000,Rejected
17185,1,Not Graduate,No,1320000,4090000,10,726,2200000,8890000,9410000.0,6110000,Approved
